,ID,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG
7882,281097608,0,50.0,0,7.0,"$63,724",No,,z_No,z_F,Bachelors,Manager,21,Private,"$7,870",7,z_SUV,no,$0,0,No,0,$0,5.0,0
9655,174090414,0,56.0,0,14.0,,No,"$201,137",Yes,z_F,z_High School,Professional,55,Private,"$24,110",7,Minivan,no,"$4,664",3,No,5,$0,0.0,0
7891,538846592,2,44.0,2,0.0,,No,"$84,812",Yes,z_F,Bachelors,Home Maker,38,Private,"$9,910",11,z_SUV,no,"$25,706",2,No,0,$0,7.0,0
8105,217188837,0,50.0,0,7.0,"$100,251",No,"$316,455",Yes,M,z_High School,Manager,47,Private,"$12,430",10,Minivan,yes,$0,0,No,0,$0,1.0,0
8845,462018236,0,46.0,0,7.0,"$50,058",No,$0,z_No,z_F,PhD,Doctor,12,Private,"$10,710",6,z_SUV,no,"$7,488",1,No,5,$0,17.0,0
6527,638611122,0,42.0,2,12.0,$50,No,"$60,765",Yes,M,Bachelors,Student,19,Commercial,"$5,610",1,Pickup,yes,$0,0,No,0,$0,15.0,0
3003,504800653,0,48.0,0,13.0,"$120,483",No,"$358,643",Yes,M,Masters,Professional,60,Private,"$14,110",7,Minivan,yes,$0,0,No,0,$0,12.0,0
8034,500014373,0,46.0,0,10.0,"$70,241",No,"$190,629",Yes,M,Bachelors,Manager,52,Private,"$15,670",1,Minivan,yes,$0,0,No,0,$0,7.0,1
5366,16612628,0,38.0,2,4.0,"$40,091",No,"$154,672",Yes,z_F,z_High School,Professional,9,Private,"$5,510",3,Sports Car,no,$0,0,Yes,2,$0,0.0,0
4313,38247687,0,54.0,0,11.0,"$53,210",No,$0,z_No,M,z_High School,z_Blue Collar,33,Commercial,"$23,810",8,Panel Truck,yes,"$19,595",1,Yes,10,"$4,767",8.0,1
417,976339643,0,53.0,0,10.0,"$33,707",No,$0,z_No,z_F,<High School,z_Blue Collar,40,Commercial,"$27,520",12,Pickup,no,$0,0,No,0,$0,-1.0,0
5974,898078854,0,42.0,0,10.0,"$82,996",No,"$240,689",Yes,M,Masters,Lawyer,26,Private,"$14,400",6,Minivan,yes,$0,0,Yes,0,$0,11.0,0
5082,90182794,0,45.0,0,7.0,"$41,949",No,"$138,961",z_No,z_F,z_High School,z_Blue Collar,26,Commercial,"$9,990",4,z_SUV,no,$0,0,Yes,1,$0,6.0,1
6481,684319268,0,53.0,0,15.0,"$50,646",No,"$222,419",Yes,z_F,PhD,Home Maker,40,Private,"$32,100",6,Van,no,$0,0,No,0,$0,16.0,0
2857,673625030,0,49.0,0,16.0,,No,"$170,380",Yes,M,z_High School,Clerical,51,Commercial,"$23,520",11,Panel Truck,no,$0,0,No,2,$0,,0
9231,605237938,0,42.0,0,2.0,"$187,284",No,,z_No,M,Masters,,32,Commercial,"$11,360",6,Pickup,no,"$4,538",2,No,4,$0,13.0,0
8322,675016931,0,51.0,0,5.0,"$78,374",No,"$239,962",Yes,M,z_High School,z_Blue Collar,27,Commercial,"$9,730",7,Minivan,no,$0,0,No,1,$0,-1.0,1
7125,24974672,0,43.0,3,11.0,"$115,540",Yes,"$336,608",z_No,z_F,Bachelors,z_Blue Collar,21,Commercial,"$6,100",10,z_SUV,no,$0,0,No,0,$0,10.0,0
847,521577209,0,41.0,0,10.0,"$144,448",No,"$370,578",z_No,z_F,Masters,Lawyer,34,Private,"$12,130",1,z_SUV,no,$0,0,No,3,$0,18.0,0
9341,258355237,0,41.0,0,10.0,"$104,539",No,"$314,427",Yes,M,Bachelors,z_Blue Collar,27,Commercial,"$26,230",6,Minivan,yes,"$5,046",2,No,2,$0,13.0,0
3911,447647373,0,38.0,1,0.0,$0,No,,Yes,z_F,z_High School,Student,36,Commercial,"$22,160",6,z_SUV,no,"$11,132",2,No,0,"$14,386",9.0,1
7691,948386158,0,38.0,3,8.0,"$27,008",No,,Yes,z_F,z_High School,z_Blue Collar,17,Commercial,"$25,190",1,Pickup,no,$0,0,No,5,"$1,562",5.0,1
1889,420164981,0,44.0,2,,"$47,486",No,"$165,374",Yes,z_F,Bachelors,Professional,74,Private,"$21,300",6,z_SUV,no,$0,0,No,1,$0,11.0,0
2203,146100539,0,37.0,0,9.0,"$25,505",No,$0,z_No,z_F,z_High School,z_Blue Collar,40,Commercial,"$17,330",1,z_SUV,no,$0,0,No,1,"$5,493",10.0,1
9604,838260596,1,40.0,2,14.0,"$89,362",No,"$243,922",Yes,z_F,Bachelors,z_Blue Collar,5,Commercial,"$11,620",1,z_SUV,no,$0,0,No,5,"$2,017",9.0,1
1022,61970712,0,45.0,0,9.0,"$107,537",No,"$295,463",Yes,M,Masters,Lawyer,30,Private,"$16,820",4,Van,yes,$0,0,No,0,$0,10.0,0
872,85976149,0,26.0,1,7.0,"$6,862",Yes,$0,z_No,z_F,Bachelors,Clerical,38,Private,"$2,190",1,z_SUV,yes,"$11,226",1,No,4,"$2,569",10.0,1
225,940500522,0,48.0,1,10.0,"$84,629",No,"$308,848",Yes,z_F,Bachelors,Manager,35,Private,"$15,060",7,z_SUV,no,"$9,592",1,No,0,$0,11.0,0
10269,384261823,0,44.0,0,10.0,"$68,360",No,"$237,457",z_No,M,Bachelors,z_Blue Collar,49,Commercial,"$12,940",1,Minivan,no,"$6,560",3,No,7,"$3,135",10.0,1
6118,537754588,0,38.0,2,,"$66,452",Yes,$0,z_No,M,Bachelors,Manager,39,Private,"$23,100",6,Minivan,yes,$0,0,No,2,"$3,491",7.0,1
5565,470828141,0,35.0,2,0.0,$0,No,"$79,301",Yes,z_F,Bachelors,Home Maker,41,Private,"$1,500",1,Sports Car,no,$0,0,No,1,$0,4.0,0
3976,78490994,0,51.0,0,12.0,"$133,408",No,"$342,194",Yes,M,PhD,,30,Commercial,"$36,030",1,Panel Truck,yes,$0,0,No,1,$0,21.0,0
4621,579502435,0,57.0,0,9.0,"$51,811",No,,z_No,z_F,Bachelors,z_Blue Collar,29,Commercial,"$7,000",10,Sports Car,no,"$1,815",4,No,0,"$3,842",12.0,1
6323,566588120,0,45.0,1,13.0,"$86,216",No,"$272,829",Yes,M,Bachelors,Professional,46,Commercial,"$4,970",4,Pickup,yes,$0,0,No,5,$0,,0
947,171651788,0,38.0,0,0.0,$0,No,$0,z_No,z_F,z_High School,Student,48,Commercial,"$8,690",10,z_SUV,no,$0,0,No,0,$0,11.0,0
9880,288703684,0,35.0,0,10.0,"$90,519",No,"$248,221",Yes,z_F,Masters,Lawyer,34,Private,"$7,430",1,z_SUV,no,$0,0,No,4,$0,17.0,0
3701,886605271,0,32.0,2,0.0,$0,Yes,$0,z_No,z_F,z_High School,Home Maker,14,Private,"$9,640",1,Sports Car,no,$0,0,Yes,3,$0,8.0,0
7719,869972677,0,56.0,0,3.0,"$37,352",No,$0,z_No,M,Masters,Lawyer,20,Private,"$13,340",1,Minivan,yes,$0,0,No,1,$0,19.0,0
6154,861983377,0,45.0,0,0.0,$0,No,$0,z_No,z_F,Bachelors,Student,16,Commercial,"$8,820",1,Pickup,no,"$29,572",3,Yes,2,"$1,911",8.0,1
4450,677998499,1,38.0,1,14.0,"$57,073",No,"$230,870",Yes,z_F,z_High School,Professional,38,Private,"$18,180",13,Minivan,no,$0,0,No,2,$0,0.0,0
8259,745880456,0,48.0,0,5.0,"$32,577",No,"$185,790",Yes,M,Bachelors,Professional,61,Commercial,"$16,600",6,Van,yes,$0,0,No,0,$0,-1.0,0
1697,212478670,0,46.0,0,6.0,"$55,230",No,$0,z_No,z_F,z_High School,z_Blue Collar,36,Commercial,"$24,950",5,Pickup,no,"$4,997",3,No,7,"$6,535",7.0,1
721,377628766,0,44.0,0,8.0,,No,$0,z_No,M,Masters,Lawyer,26,Private,"$12,910",4,Minivan,no,$0,0,No,0,$0,16.0,0
4241,989168282,0,44.0,0,9.0,"$49,182",No,"$186,066",Yes,M,Bachelors,z_Blue Collar,28,Commercial,"$18,770",10,Van,no,$0,0,No,0,$0,13.0,0
3092,502292146,1,45.0,2,11.0,"$96,011",Yes,"$320,017",z_No,z_F,Bachelors,Professional,39,Private,"$22,070",3,z_SUV,no,"$44,668",1,Yes,0,"$6,003",3.0,1
4511,445883468,0,58.0,0,14.0,"$23,892",No,$0,z_No,M,<High School,Clerical,27,Commercial,"$23,830",6,Panel Truck,yes,"$3,600",2,No,2,$0,8.0,0
6536,282293169,0,60.0,0,13.0,"$19,657",No,$0,z_No,M,<High School,Professional,36,Private,"$3,470",1,Minivan,yes,$0,0,No,2,$0,3.0,0
2213,37246864,0,41.0,0,0.0,$0,No,$0,Yes,M,<High School,Student,25,Private,"$11,750",6,Minivan,yes,"$4,520",1,No,0,$0,1.0,0
171,116801717,0,41.0,0,10.0,"$78,914",No,"$229,055",z_No,z_F,Bachelors,Manager,36,Private,"$5,500",10,z_SUV,no,"$6,803",2,No,6,$0,9.0,0
6581,763745844,1,36.0,2,16.0,"$75,188",No,"$241,182",Yes,z_F,z_High School,z_Blue Collar,25,Commercial,"$13,020",10,z_SUV,no,"$44,010",3,Yes,4,"$1,436",6.0,1
3676,283536065,0,41.0,0,10.0,"$69,301",No,$0,z_No,M,z_High School,Clerical,25,Private,"$20,670",4,Van,no,"$3,502",3,No,6,$0,8.0,0
7282,541025434,0,33.0,2,12.0,"$7,619",Yes,$0,z_No,z_F,<High School,Student,36,Private,"$22,630",7,z_SUV,no,$0,0,No,0,$0,0.0,0
4822,146663597,0,51.0,0,8.0,,No,$0,z_No,z_F,Bachelors,Home Maker,40,Private,"$13,810",6,Minivan,no,$0,0,No,2,$0,6.0,0
8247,387596331,0,42.0,0,9.0,"$62,290",No,"$223,013",z_No,z_F,Bachelors,z_Blue Collar,22,Commercial,"$11,530",11,Sports Car,no,"$7,003",1,No,2,"$9,249",10.0,1
2856,618040112,0,52.0,0,14.0,"$40,862",No,$0,z_No,z_F,Masters,Home Maker,48,Private,"$20,400",7,z_SUV,no,$0,0,No,0,"$10,106",15.0,0
8641,684167517,0,53.0,0,12.0,"$118,821",No,"$350,398",Yes,M,Masters,Lawyer,28,Private,"$12,880",4,Minivan,no,$0,0,No,3,$0,11.0,0
1997,695751615,0,45.0,0,13.0,"$20,887",No,"$159,568",Yes,M,<High School,Clerical,15,Private,"$18,570",3,Van,no,$0,0,No,0,$0,7.0,0
3397,685416864,0,52.0,0,13.0,"$70,093",No,"$210,623",Yes,z_F,Bachelors,z_Blue Collar,60,Private,"$8,510",1,z_SUV,no,$0,0,No,1,$0,3.0,0
9180,565148583,0,44.0,0,13.0,"$57,323",No,$0,z_No,z_F,Bachelors,Professional,17,Private,"$8,780",6,Minivan,no,$0,0,No,2,$0,5.0,1
9161,950795483,0,55.0,0,13.0,"$26,634",No,"$167,976",Yes,M,z_High School,Clerical,38,Commercial,"$4,980",4,Pickup,no,"$7,795",2,No,7,"$8,362",9.0,1
8328,36287801,0,50.0,0,16.0,"$59,931",No,,Yes,M,Bachelors,Clerical,31,Private,"$13,770",17,Minivan,yes,$0,0,No,0,$0,,1
6582,727223664,0,33.0,0,11.0,"$91,952",No,"$282,565",z_No,M,Bachelors,Professional,30,Commercial,"$17,850",7,Van,no,$0,0,No,0,$0,3.0,1
1896,289346694,0,62.0,0,0.0,$0,No,$0,Yes,z_F,z_High School,Student,9,Commercial,"$7,300",1,z_SUV,no,$0,0,Yes,4,"$5,141",2.0,0
8366,599902935,0,21.0,4,0.0,$0,No,$0,Yes,z_F,<High School,Student,52,Private,"$17,650",11,Sports Car,no,$0,0,No,3,"$8,139",-1.0,1
2302,904934030,0,51.0,0,14.0,"$175,219",No,"$477,999",Yes,z_F,Masters,Manager,22,Private,"$6,600",8,z_SUV,no,$0,0,No,0,"$5,349",13.0,1
5820,706164750,0,34.0,0,9.0,"$26,048",No,$0,z_No,M,z_High School,Clerical,42,Commercial,"$28,370",4,Panel Truck,yes,$0,0,No,3,"$16,652",1.0,0
1932,663154691,0,23.0,2,15.0,"$40,061",No,"$134,035",Yes,z_F,z_High School,z_Blue Collar,39,Commercial,"$8,310",7,z_SUV,no,"$5,084",1,No,2,$0,2.0,1
8636,156814886,0,45.0,0,12.0,"$102,664",No,"$294,908",Yes,M,Masters,,47,Commercial,"$33,870",1,Panel Truck,yes,$0,0,No,1,$0,8.0,0
7766,570592690,0,64.0,0,10.0,,No,"$300,670",Yes,M,PhD,Manager,29,Commercial,"$27,430",7,Pickup,yes,"$5,967",1,No,4,$0,19.0,0
1827,40203197,0,50.0,0,12.0,"$128,974",No,"$315,897",Yes,z_F,Masters,Lawyer,54,Private,"$28,690",11,Pickup,no,$0,0,No,4,$0,,0
2885,237786417,1,44.0,2,11.0,"$76,159",Yes,,z_No,z_F,Bachelors,Professional,52,Private,"$20,270",3,Pickup,no,"$3,255",2,No,1,"$2,506",,1
4780,493825994,3,41.0,4,17.0,"$19,421",No,$0,Yes,M,z_High School,Student,30,Commercial,"$6,000",3,Pickup,no,$0,0,No,0,$0,11.0,0
5385,304108310,0,41.0,0,10.0,"$6,600",No,$0,z_No,z_F,Bachelors,Home Maker,32,Private,"$4,050",7,z_SUV,no,$0,0,No,0,$0,9.0,0
7056,454201195,1,35.0,3,16.0,"$28,585",No,"$125,387",Yes,z_F,<High School,z_Blue Collar,50,Private,"$8,260",4,z_SUV,no,"$5,116",2,No,1,$0,8.0,1
8281,39686622,0,55.0,0,13.0,"$23,830",No,"$166,141",Yes,M,<High School,z_Blue Collar,8,Private,"$5,470",4,Pickup,no,$0,0,No,0,$0,2.0,0
794,380886411,0,42.0,0,12.0,"$64,246",No,"$233,450",Yes,M,Bachelors,Manager,34,Commercial,"$7,200",1,Pickup,yes,"$10,265",1,No,1,$0,14.0,0
7945,30148425,0,47.0,0,12.0,"$6,505",No,$0,z_No,M,Bachelors,Home Maker,21,Private,"$22,520",1,Minivan,no,$0,0,No,0,$0,11.0,0
9645,327656942,0,46.0,0,12.0,"$120,824",No,$0,z_No,z_F,PhD,Doctor,30,Private,"$20,650",1,Minivan,no,$0,0,No,2,$0,21.0,0
5401,177594902,0,35.0,0,9.0,"$53,194",No,$0,z_No,z_F,Masters,,32,Private,"$19,660",10,z_SUV,no,"$8,085",2,No,0,$0,13.0,0
2048,842110768,0,33.0,1,13.0,"$27,222",No,"$146,133",Yes,M,z_High School,Clerical,33,Private,"$12,200",1,Pickup,yes,$0,0,No,1,$0,-1.0,0
6966,697397800,0,47.0,0,12.0,"$90,990",No,$0,z_No,M,Bachelors,Manager,5,Commercial,"$23,590",10,Panel Truck,yes,"$3,079",3,No,4,$0,8.0,1
6757,452323801,0,19.0,2,9.0,"$68,687",Yes,$0,z_No,M,Bachelors,Professional,44,Private,"$17,670",7,Minivan,yes,$0,0,No,1,$0,7.0,0
9221,943356951,2,40.0,3,10.0,"$46,491",Yes,$0,z_No,M,<High School,z_Blue Collar,22,Commercial,"$23,550",4,Panel Truck,no,"$1,823",3,No,4,$0,1.0,0
9521,323954134,0,47.0,0,11.0,"$42,127",No,,z_No,M,Masters,,44,Commercial,"$25,290",11,Panel Truck,yes,$0,0,No,0,$0,,0
8231,687424768,0,44.0,0,11.0,,No,"$384,029",Yes,M,Masters,Professional,21,Private,"$23,170",7,Minivan,no,$0,0,No,0,$0,18.0,0
7062,237479021,1,66.0,1,14.0,"$69,277",No,"$209,787",Yes,z_F,Bachelors,Professional,39,Private,"$14,730",9,z_SUV,no,$0,0,No,0,$0,10.0,1
943,495504901,0,38.0,2,12.0,"$71,237",No,"$203,433",Yes,M,Bachelors,Clerical,25,Private,"$12,620",1,Minivan,yes,"$30,001",2,Yes,5,$0,14.0,0
3600,854714763,0,31.0,1,10.0,"$70,565",No,"$241,472",Yes,z_F,Masters,Lawyer,10,Private,"$10,380",10,Minivan,no,$0,0,No,0,$0,22.0,1
665,741358574,0,29.0,1,8.0,"$63,720",Yes,$0,z_No,M,Bachelors,Professional,21,Commercial,"$18,010",3,Van,yes,"$39,833",2,Yes,6,$0,9.0,0
4011,603345976,0,55.0,0,14.0,"$38,999",No,"$155,493",Yes,M,Bachelors,Professional,30,Commercial,"$26,150",7,Panel Truck,no,$0,0,No,1,$0,9.0,0
452,144633248,0,46.0,0,10.0,"$24,358",No,"$128,210",Yes,M,<High School,z_Blue Collar,11,Private,"$17,790",3,Van,no,$0,0,Yes,0,$0,6.0,0
1148,860428575,0,26.0,1,13.0,"$36,708",Yes,$0,z_No,M,z_High School,Professional,45,Private,"$16,150",1,Minivan,no,"$5,618",1,No,8,$0,9.0,0
336,499733944,0,54.0,0,,"$30,388",No,$0,z_No,M,Masters,Lawyer,24,Private,"$16,580",4,Van,no,"$27,130",2,No,0,$0,12.0,1
4930,849959538,0,47.0,0,12.0,,No,"$164,155",z_No,z_F,z_High School,z_Blue Collar,31,Commercial,"$11,040",10,z_SUV,no,$0,0,No,0,$0,2.0,0
10205,196056623,0,50.0,0,12.0,"$71,416",No,$0,z_No,M,Bachelors,Professional,30,Commercial,"$19,950",13,Van,yes,$0,0,Yes,0,$0,12.0,0
7673,865309812,0,46.0,0,13.0,"$33,953",No,"$164,542",Yes,M,<High School,z_Blue Collar,32,Private,"$12,040",4,Minivan,yes,$0,0,No,0,"$2,535",6.0,1
8543,312125328,0,44.0,0,5.0,"$95,640",No,"$282,509",z_No,M,Bachelors,z_Blue Collar,5,Commercial,"$24,860",6,Panel Truck,yes,"$3,777",1,No,5,$0,14.0,0
8816,1627973,1,46.0,2,5.0,"$2,599",Yes,$0,z_No,M,Bachelors,Student,38,Private,"$1,760",3,Minivan,yes,$0,0,No,0,$0,5.0,0
9811,99527597,1,47.0,1,,"$46,464",Yes,"$184,637",z_No,z_F,Bachelors,Professional,44,Commercial,"$30,160",6,Pickup,no,$0,0,No,3,$0,9.0,0
7394,396302344,0,48.0,0,11.0,"$119,870",No,"$321,592",Yes,M,Masters,Manager,32,Private,"$17,370",7,Minivan,no,$0,0,Yes,0,$0,-1.0,0
5647,914885097,0,39.0,2,13.0,"$31,988",Yes,$0,z_No,z_F,z_High School,Clerical,59,Private,"$1,500",10,z_SUV,no,$0,0,Yes,1,$0,1.0,0
2183,192407030,0,59.0,0,9.0,"$38,504",No,$0,z_No,z_F,Bachelors,Professional,49,Private,"$8,690",9,z_SUV,no,$0,0,No,3,$0,8.0,0
5364,892777955,0,40.0,0,10.0,"$34,473",No,"$170,845",Yes,z_F,z_High School,Professional,6,Private,"$14,250",10,z_SUV,no,$0,0,No,1,$0,7.0,1
2508,105167366,0,40.0,3,15.0,,No,"$155,178",Yes,z_F,Masters,Lawyer,39,Private,"$15,270",10,Minivan,no,$0,0,No,0,"$6,111",14.0,0
2089,184967702,0,56.0,0,14.0,"$31,573",No,"$156,734",Yes,M,Bachelors,Clerical,63,Private,"$11,490",14,Pickup,no,"$6,290",3,No,0,$0,8.0,0
4819,990819709,0,48.0,0,7.0,"$94,024",No,"$287,265",z_No,z_F,Bachelors,Professional,35,Commercial,"$35,130",1,Van,no,$0,0,No,0,$0,7.0,0
4794,23694586,0,53.0,0,13.0,"$22,784",No,"$119,070",Yes,M,Masters,Lawyer,10,Private,"$13,000",3,Minivan,yes,$0,0,No,0,$0,9.0,1
6780,352149949,0,48.0,0,13.0,"$77,576",No,"$261,611",Yes,M,Bachelors,z_Blue Collar,48,Commercial,"$27,810",4,Panel Truck,no,$0,0,No,1,$0,4.0,1
358,858966351,0,52.0,0,15.0,"$51,737",No,"$167,419",Yes,z_F,z_High School,z_Blue Collar,56,Private,"$17,440",6,z_SUV,no,$0,0,Yes,1,$0,11.0,0
10183,591805741,0,33.0,1,0.0,$0,Yes,$0,z_No,z_F,Bachelors,Student,14,Private,"$4,750",4,z_SUV,no,"$4,074",1,No,9,"$3,432",7.0,1
9513,372359404,0,37.0,0,,"$140,599",No,"$365,669",Yes,M,PhD,Professional,26,Commercial,"$19,360",1,Van,yes,$0,0,No,0,$0,11.0,0
1613,611621243,1,37.0,2,14.0,"$33,915",No,"$161,735",Yes,z_F,z_High School,z_Blue Collar,32,Commercial,"$15,010",3,z_SUV,no,$0,0,No,1,$0,1.0,0
6876,617024306,2,37.0,3,0.0,$0,No,$0,Yes,M,z_High School,Student,13,Commercial,"$5,100",7,Pickup,yes,$0,0,No,2,"$3,317",2.0,0
7926,136051346,0,50.0,0,,"$64,286",No,$0,z_No,z_F,Masters,Manager,37,Private,"$19,710",6,Minivan,no,$0,0,No,1,$0,13.0,1
5637,88043445,0,66.0,0,15.0,"$53,714",No,"$209,432",z_No,M,Bachelors,z_Blue Collar,27,Private,"$21,810",1,z_SUV,no,"$2,049",1,No,0,$0,13.0,0
6702,940952343,0,54.0,2,16.0,"$33,545",No,"$178,637",Yes,M,Bachelors,Professional,33,Commercial,"$4,850",4,Pickup,yes,$0,0,No,0,$0,6.0,1
4714,314541945,0,34.0,0,9.0,"$26,816",No,$0,z_No,M,PhD,Lawyer,11,Private,"$15,090",1,Minivan,yes,"$30,605",4,Yes,4,$0,7.0,0
4561,54510353,0,47.0,0,12.0,"$77,559",No,"$249,758",Yes,z_F,z_High School,Manager,5,Private,"$17,070",1,z_SUV,no,$0,0,No,3,$0,,0
9626,382990882,0,35.0,0,13.0,"$72,350",No,"$199,487",Yes,M,Bachelors,Professional,15,Private,"$33,070",1,Minivan,no,$0,0,No,1,$0,11.0,0
10137,454310546,0,20.0,1,9.0,"$5,939",No,$0,Yes,z_F,z_High School,Student,61,Commercial,"$16,030",11,z_SUV,no,"$26,803",3,Yes,2,"$2,644",8.0,1
4173,796282922,0,56.0,0,14.0,"$66,605",No,"$246,140",Yes,M,PhD,Doctor,39,Private,"$11,620",4,Pickup,no,$0,0,No,0,$0,18.0,0
9611,143402953,0,36.0,4,16.0,"$117,454",No,"$338,110",Yes,z_F,Masters,Professional,44,Private,"$21,690",1,Minivan,no,"$5,373",1,No,7,$0,12.0,0
1702,810013827,0,32.0,1,12.0,"$26,587",Yes,$0,z_No,z_F,<High School,Clerical,45,Private,"$5,100",7,z_SUV,no,"$4,936",1,No,5,$464,-1.0,1
6083,726561765,0,35.0,0,13.0,"$78,341",No,$0,z_No,M,Bachelors,Professional,47,Commercial,"$10,890",4,Pickup,yes,"$3,857",4,No,2,"$2,763",9.0,1
2649,362799972,0,52.0,0,10.0,"$63,141",No,,Yes,M,Bachelors,Professional,51,Private,"$1,500",7,Minivan,no,$725,4,No,0,$0,10.0,0
8968,351315908,0,56.0,0,14.0,"$11,977",No,"$130,295",Yes,z_F,z_High School,Student,39,Commercial,"$16,360",9,Pickup,no,$0,0,No,2,"$3,654",10.0,1
8067,593879799,0,46.0,0,14.0,,No,"$138,053",Yes,z_F,<High School,Clerical,33,Private,"$13,570",1,z_SUV,no,$0,0,No,1,"$1,697",10.0,1
3754,461573915,0,45.0,0,8.0,"$22,059",No,,Yes,z_F,<High School,Clerical,24,Private,"$9,340",13,Sports Car,no,$0,0,No,0,$0,1.0,0
3831,133704417,0,58.0,0,13.0,"$58,463",No,"$253,026",Yes,M,Bachelors,Professional,12,Private,"$17,550",1,Minivan,yes,$0,0,No,1,$0,10.0,0
9768,877178697,0,43.0,0,6.0,$130,No,"$85,855",Yes,z_F,z_High School,Home Maker,42,Private,"$5,340",7,Sports Car,no,$0,0,No,0,$0,0.0,1
473,296809989,0,42.0,1,8.0,"$45,105",No,"$181,896",Yes,M,Masters,,37,Commercial,"$17,540",14,Van,yes,"$36,562",3,Yes,4,$0,10.0,0
9941,865298946,0,53.0,0,13.0,"$63,891",No,"$217,027",Yes,M,Masters,Manager,21,Private,"$13,880",1,Minivan,yes,$0,0,No,0,$0,2.0,0
5816,70441660,1,36.0,1,13.0,"$7,443",No,,Yes,M,<High School,Student,21,Commercial,"$6,040",4,Pickup,yes,$0,0,No,1,"$5,803",2.0,1
3492,285476064,0,43.0,0,13.0,"$32,713",No,"$166,614",Yes,z_F,z_High School,Clerical,84,Commercial,"$32,130",9,Pickup,no,$0,0,No,1,$0,4.0,1
2414,327103894,0,35.0,1,12.0,"$121,279",No,"$325,518",Yes,z_F,Bachelors,z_Blue Collar,35,Private,"$10,960",1,z_SUV,no,$0,0,Yes,4,$0,15.0,0
3662,36299960,1,41.0,2,12.0,"$61,564",No,"$223,120",Yes,M,Bachelors,Clerical,40,Commercial,"$27,260",1,Panel Truck,no,$0,0,No,0,$0,5.0,0
7934,948206187,0,36.0,2,8.0,"$44,680",No,"$184,181",Yes,M,z_High School,Professional,45,Private,"$9,470",1,Pickup,yes,$0,0,No,0,$0,1.0,0
2026,898993547,1,40.0,2,11.0,"$10,666",No,$0,Yes,z_F,z_High School,Student,10,Private,"$5,600",1,z_SUV,no,$0,0,No,2,"$3,766",6.0,1
9622,102861617,3,65.0,4,16.0,"$53,698",No,,Yes,z_F,Bachelors,Professional,75,Private,"$13,070",1,Sports Car,no,"$3,664",1,No,0,"$5,064",0.0,1
3534,753800009,1,46.0,2,0.0,$0,No,"$82,151",Yes,z_F,Bachelors,Home Maker,29,Private,"$4,750",6,z_SUV,no,$0,0,No,0,$0,8.0,1
8671,979049045,0,53.0,0,0.0,$0,No,$0,Yes,z_F,z_High School,Student,62,Commercial,"$19,240",17,Minivan,no,"$6,902",2,Yes,3,"$1,840",8.0,1
6361,28424739,0,39.0,2,14.0,,Yes,,z_No,z_F,Masters,Lawyer,25,Private,"$7,590",4,z_SUV,no,$0,0,No,4,$0,,0
2637,198968221,0,53.0,0,10.0,"$59,486",No,,Yes,z_F,z_High School,z_Blue Collar,13,Commercial,"$15,990",6,z_SUV,no,"$20,084",2,Yes,4,$0,10.0,0
8294,547019584,0,41.0,0,13.0,"$64,030",No,"$191,941",Yes,M,Masters,Lawyer,24,Private,"$7,900",9,Minivan,yes,$0,0,Yes,0,$0,14.0,0
1478,616823528,1,39.0,2,2.0,"$68,081",Yes,"$221,459",z_No,z_F,Masters,Manager,32,Private,"$25,040",6,Sports Car,no,"$47,837",1,Yes,6,$0,18.0,0
9970,169685431,0,35.0,0,7.0,"$52,718",No,"$210,922",z_No,M,z_High School,Professional,23,Private,"$15,450",13,Minivan,yes,$0,0,No,0,$0,9.0,0
7547,186785888,0,50.0,0,14.0,"$73,568",No,,Yes,z_F,Bachelors,Manager,17,Private,"$24,300",1,Minivan,no,$0,0,No,0,$0,0.0,0
8934,840900362,0,60.0,0,,"$93,590",No,$0,z_No,z_F,Masters,Lawyer,39,Private,"$14,190",6,Sports Car,no,"$3,088",1,No,4,$0,22.0,1
6611,164905242,0,47.0,0,11.0,"$59,286",No,"$225,803",Yes,z_F,z_High School,Professional,49,Private,"$19,810",1,z_SUV,no,$0,0,No,0,$0,6.0,0
53,753037176,0,35.0,1,12.0,"$26,520",No,"$154,493",Yes,M,Bachelors,Student,62,Commercial,"$4,600",6,Minivan,yes,$0,0,No,2,$0,4.0,0
9179,779219821,0,47.0,3,15.0,"$39,055",No,"$133,294",Yes,z_F,z_High School,Manager,17,Private,"$9,910",10,Sports Car,no,"$5,762",5,No,6,$0,2.0,0
9749,185420697,0,37.0,2,13.0,"$12,876",Yes,$0,z_No,z_F,<High School,Clerical,23,Private,"$5,400",4,Sports Car,no,"$7,415",3,No,7,"$4,144",5.0,1
8260,495762787,0,49.0,0,13.0,"$66,522",No,$0,z_No,z_F,z_High School,z_Blue Collar,36,Commercial,"$19,860",3,z_SUV,no,"$28,642",3,Yes,0,"$3,720",9.0,1
3618,976209328,0,56.0,2,19.0,"$29,176",No,"$167,334",Yes,M,<High School,Clerical,51,Commercial,"$17,790",11,Van,yes,$0,0,Yes,0,"$2,132",1.0,0
